"id","post_id","channel_type","post_type","post_description","views_count","likes_count","comments_count","shares_count","hashtags","post_datetime","post_time","post_date"
23,UZ5G0tVwBkI,youtube,video,"This is everything you need to know about the new HERO12 Black. Best-in-class image quality + video stabilization come together with a huge boost in battery runtimes to bring you the most versatile, most capable, most feature-packed HERO camera ever.

🗣️ Global viewers, tap the settings icon in the bottom-right corner of the video to select an audio track for your preferred language.

Our new camera takes industry-leading 5.3K video + adds High Dynamic Range (HDR) to capture once-in-a-lifetime moments in even more detail. Thanks to the improved power management, HERO12 Black delivers 2x longer continuous recording at 5.3K60 (70 minutes). Tough, lightweight + easily mountable for hands-free recording, it’s ready for anything, all while advanced video stabilization from HyperSmooth 6.0 keeps your footage smooth in the roughest conditions. After recording, simply plug in your GoPro + your footage will automatically upload to the cloud. A highlight video will be sent to your phone that lets you relive your adventures + share the fun.

Pre-Order HERO12 Black: https://GoPro.com/HERO12
Pre-Order HERO12 Black + Max Lens Mod 2.0: https://GoPro.com/HERO12Bundle

Review what’s new:
00:00 - Introducing HERO12 Black
00:33 - The World's Most Versatile Camera
01:00 - Up to 2x Longer Continuous Runtimes
01:28 - HDR Video
01:46 - Video Resolutions
02:23 - Amazing Photos
02:52 - 8:7 Image Sensor
03:23 - HyperView Digital Lens
03:37 - HyperSmooth 6.0
04:15 - Max Lens Mod 2.0
05:41 - Pro-Level Imaging
06:37 - Pro Audio with Bluetooth Support
07:23 - Creative Modes
07:52 - Capture Modes
08:27 - Quik App + Auto-Highlight Videos

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProHERO12 #HyperSmooth",1223307,32745,2955,,"GoPro,GoProHERO12,HyperSmooth","2023-09-06 13:00:12","13:00:12","2023-09-06"
24,"9scf7RaVdXk",youtube,video,"See ya ✌️ GoPro Subscriber Daniel Regan scored $1,000 for riding his MTB off this unique BASE exit in Switzerland. Shot on our 360 camera, #GoProMAX. #GoPro #GoProAwards #GoProMTB #HyperSmooth #BASE #BASEJumping #Bike #MTB

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",2303899,78032,1056,,"GoProMAX,GoPro,GoProAwards,GoProMTB,HyperSmooth,BASE,BASEJumping,Bike,MTB,GoPro","2023-08-31 15:10:50","15:10:50","2023-08-31"
25,jZ4HlPMPN3M,youtube,video,"Have you ever wondered what it would look like to float amongst the clouds? If so, today is your lucky day because GoPro Awards recipient Kasey English did just that. Enjoy this POV from his GoPro MAX as he + a friend went skydiving in their wingsuits + surfed their way through the towering clouds above Venezuela.

--------------------------------------------------------
Products used in this video:
GoPro MAX 360 Camera: http://GoPro.com/MAX
Enduro Battery for MAX: http://GoPro.com/MAXEnduro
64GB SD Card: http://GoPro.com/64SD
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/3R4muRO
Get stoked and subscribe: http://goo.gl/HgVXpQ

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProMAX #HyperSmooth #POV #Wingsuiting #SkyDiving",68676,3153,151,,"GoPro,GoProMAX,HyperSmooth,POV,Wingsuiting,SkyDiving","2023-08-31 15:08:18","15:08:18","2023-08-31"
26,LRnpN1BMrE4,youtube,video,"Name a better place to pop a manual... 😤 #GoProAthlete Kilian Bron captured this wild #GoProMAX POV from his trip to Switzerland. #GoPro #GoProMTB #Bike #MTB #Biking #POV #Balance

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 360 Camera 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",2974706,105144,356,,"GoProAthlete,GoProMAX,GoPro,GoProMTB,Bike,MTB,Biking,POV,Balance,GoPro","2023-08-29 14:00:12","14:00:12","2023-08-29"
27,GlgaJ7dFw64,youtube,video,"This is why you always keep your GoPro on you 🦭 A sleeping sea lion bumped into #GoProAthlete @pachalight in the wildlife haven of the Galapagos Islands. Shot on her #GoProHERO11 Black. #GoPro #GoProSurf #Surfing #Wildlife #SeaLion #Surf

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",155836,4546,13,,"GoProAthlete,GoProHERO11,GoPro,GoProSurf,Surfing,Wildlife,SeaLion,Surf,GoPro","2023-08-29 14:00:11","14:00:11","2023-08-29"
28,t0r5utA7H50,youtube,video,"Practice makes perfect, even in the summer ⛷️ GoPro Subscriber + Family member Anthony Robert rigged up our 360 camera, #GoProMAX, + showed us how to hit a jump while skiing #GoPro #HyperSmooth #GoProAwards #POV #SkiJump #BigAir

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 360 Camera 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",255698,9523,19,,"GoProMAX,GoPro,HyperSmooth,GoProAwards,POV,SkiJump,BigAir,GoPro","2023-08-28 14:00:39","14:00:39","2023-08-28"
29,FG0vP41ZhOA,youtube,video,"It's every man for themselves on this man-made, white-water slide 😈 Stu Telfer + company hopped in their boats + let gravity take over for this $1,000 GoPro Award. Shot on #GoProHERO11 Black Mini. #GoPro #POV #HyperSmooth #Kayak #Kayaking #Speed

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",53284852,1480355,11138,,"GoProHERO11,GoPro,POV,HyperSmooth,Kayak,Kayaking,Speed,GoPro","2023-08-27 14:00:08","14:00:08","2023-08-27"
30,-FTcgqs-bNw,youtube,video,"#GoProAthlete @remymetailler has graduated from mountain biking to cliff biking 🤯 Peep his #GoProMAX POV from these back-to-back slabs in Squamish, BC. #GoPro #GoProMTB #POV #HyperSmooth #Bike #MTB

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ GoPro MAX 360 Camera 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",191908,7538,39,,"GoProAthlete,GoProMAX,GoPro,GoProMTB,POV,HyperSmooth,Bike,MTB,GoPro","2023-08-24 14:00:00","14:00:00","2023-08-24"
31,iR65LCZIo0U,youtube,video,"GoPro Million Dollar Challenge award recipient + big cat rehabilitation specialist @lisatorajaqueline captured a day in her life with Rei, the leopard cub, + scored $18,181 for her efforts. This is no African safari though, she uses #GoProHERO11 Black to document all of her ""re-wilding"" efforts to return + rehabilitate displaced, large African cats to their natural habitats. #GoPro #HyperSmooth #Leopard #Wildlife #WildlifePhotography #Africa #POV #BigCats

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",140194,6692,29,,"GoProHERO11,GoPro,HyperSmooth,Leopard,Wildlife,WildlifePhotography,Africa,POV,BigCats,GoPro","2023-08-22 18:30:50","18:30:50","2023-08-22"
32,"0adXSaA3qtE",youtube,video,"No matter how you spin it, John Lavan's POV of Chase Reinford is wild 😤 His #GoProHERO11 Black headcam of this BASE jump in Italy scored him a $500 GoPro Award. #GoPro #HyperSmooth #BASE #BASEJumping #POV

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",172399,4624,29,,"GoProHERO11,GoPro,HyperSmooth,BASE,BASEJumping,POV,GoPro","2023-08-20 14:00:00","14:00:00","2023-08-20"
33,YDoCu0uILcU,youtube,video,"For a select group of humans, the ocean is where they call home. Josh Shankle + Rachel Moore departed from their land-based life in Ventura, California for a new journey on the deck + in the ocean. The adventure-fueled couple travels the world on the 42' Tayana sailboat named, ""Agapē"". Together they explore the most remote island chains, scuba + free dive with the most incredible wildlife, and get to appreciate the the immense beauty that covers 71% of our planet. Hop onboard and experience what it's like to live life without bounds + to follow only the wind and tides.

--------------------------------------------------------
Products used in this video:
HERO11 Black: https://GoPro.com/HERO11Black
Protective Housing: https://GoPro.com/ProtectiveHousing
The Handler Floating Grip: https://GoPro.com/Handler
El Grande: https://GoPro.com/shop/mounts-accessories/el-grande/AGXTS-001.html
Dive Master Filter Kit: https://GoPro.com/shop/mounts-accessories/polarpro-divemaster-filter-kit-protective-housing/APPRO-006.html
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/3P0PyYR
Get stoked and subscribe: http://goo.gl/HgVXpQ

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProHERO11 #GoProTravel #Sailing #Sailboat #ScubaDiving",37575,1286,103,,"GoPro,GoProHERO11,GoProTravel,Sailing,Sailboat,ScubaDiving","2023-08-18 14:00:32","14:00:32","2023-08-18"
34,tQfgIV_JB-4,youtube,video,"A calculated yeet 🪂 Would you let your friends fling you into flight while skydiving like GoPro Subscriber Kasey English + Sam dyer? Shot on our 360 camera, #GoProMAX. #GoPro #HyperSmooth #Wingsuit #POV #Skydiving #Skydive

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 👉 https://GoPro.com/MAX

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",114713,3527,19,,"GoProMAX,GoPro,HyperSmooth,Wingsuit,POV,Skydiving,Skydive,GoPro","2023-08-15 17:30:14","17:30:14","2023-08-15"
35,jJmU6A0ZfIY,youtube,video,"Friends come in all shapes + sizes 🐬 GoPro Subscriber Sayaka Muramoto went freediving alongside a curious group of dolphins off the coast of Okinawa, Japan. #GoPro #GoProSelfie #Dolphins #Diving #FreeDiving #WildlifePhotography #Wildlife

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",96116,4218,26,,"GoPro,GoProSelfie,Dolphins,Diving,FreeDiving,WildlifePhotography,Wildlife,GoPro","2023-08-14 21:15:00","21:15:00","2023-08-14"
36,_L2WJfgtuY8,youtube,video,"This isn't sped up 🤯 #GoProAwards recipient Zach Clayton scored $500 for the ultimate, high-speed mountain biking run through the forests of Park City, Utah 💨 #GoPro #GoProMTB #Bike #MTB #DownhillMTB #Speed

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 360 Camera 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",125010,5322,58,,"GoProAwards,GoPro,GoProMTB,Bike,MTB,DownhillMTB,Speed,GoPro","2023-08-13 19:24:02","19:24:02","2023-08-13"
37,bEE1lGtadb4,youtube,video,"GoPro Award recipient Fred Fugen, Aurélien Chatard, + Vincent Cotte have seen what very few people will ever get to—the top of the Egyptian pyramids. These masters of skydiving + base jumping exited a helicopter thousands of feet above Egypt. After bursting through the wall of clouds, the trio built their formation and buzzed by one of the 7 wonders of the world, just as planned. Shot on our 360° camera, GoPro MAX.

--------------------------------------------------------
Products used in this video:
GoPro MAX: https://GoPro.com/MAX
Enduro Battery for MAX: https://GoPro.com/MAXEnduro
64GB SD Card: https://GoPro.com/64SD
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/3QwCvj7
Get stoked and subscribe: http://goo.gl/HgVXpQ

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProMAX #Skydiving #Wingsuiting #Egypt #Pyramids #BASE",109664,2049,100,,"GoPro,GoProMAX,Skydiving,Wingsuiting,Egypt,Pyramids,BASE","2023-08-11 19:07:02","19:07:02","2023-08-11"
38,OGR6WZHP31w,youtube,video,"Flying your drone through the Scripps Pier is one of the many great things to do in San Diego. #GoProFPV Pilot Cole Parker's mastery on the FPV drone control sticks during this perfect La Jolla sunset earned him a $500 GoPro Award. Shot on #GoProHERO11 Black Mini. #GoPro #HyperSmooth #SanDiego #FPV #FPVDrone

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black Mini 👉 https://GoPro.com/HERO11Mini

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",82535,3596,26,,"GoProFPV,GoProHERO11,GoPro,HyperSmooth,SanDiego,FPV,FPVDrone,GoPro","2023-08-10 14:11:41","14:11:41","2023-08-10"
39,Fq2gvUi9pZI,youtube,video,"Staring contest 👁️ GoPro Subscriber Joaquin Fregoni was approached by one of the largest creatures on the planet + went eye-to-eye in this $1,000 clip. Thanks for submitting your incredible 4K underwater wildlife footage to the ""Get Wet, Get Paid"" challenge at GoPro.com/Awards. #GoPro #GoProAwards #WhaleWatching #Whale #HumpbackWhale #WildlifePhotography

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",82286,4204,40,,"GoPro,GoProAwards,WhaleWatching,Whale,HumpbackWhale,WildlifePhotography,GoPro","2023-08-06 15:00:17","15:00:17","2023-08-06"
40,ELPVQ1kaDBQ,youtube,video,"An inside look at life amongst the herd as the group of sheep make moves across the farm 👀 Shot on #GoProHERO11 Black by GoPro Awards recipient + Benn Whitehead while herding. #GoPro #HyperSmooth #GoProAwards #Sheep #SheepHerding #Farm #Farming #Ranch

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",73726,2433,18,,"GoProHERO11,GoPro,HyperSmooth,GoProAwards,Sheep,SheepHerding,Farm,Farming,Ranch,GoPro","2023-08-05 15:00:08","15:00:08","2023-08-05"
41,rKZLa0pzyBY,youtube,video,"Some people dream about driving fast, but GoPro Million Dollar Challenge Award recipient Luca Arici puts rubber to the asphalt. An experienced driver himself, he took a seat behind the wheel of a gas-powered kart with HERO11 Black mounted to his crash helmet. Strap in to experience his POV of a lap full of drifting through high speed corners at his home track in Trento, Italy. Next stop, the F1 grid.

--------------------------------------------------------
Products used in this video:
HERO11 Black: https://GoPro.com/HERO11Black
Enduro Battery: https://GoPro.com/Enduro
Adhesive Mounts: https://GoPro.com/shop/mounts-accessories/curved-plus-flat-adhesive-mounts/AACFT-001.html
64GB SD Card: https://GoPro.com/64SD
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/3DJ9cCm
Get stoked and subscribe: http://goo.gl/HgVXpQ

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProHERO11 #Racing #GoKart #POV #HyperSmooth #GoKarting",39424,1234,72,,"GoPro,GoProHERO11,Racing,GoKart,POV,HyperSmooth,GoKarting","2023-08-04 14:00:39","14:00:39","2023-08-04"
42,uswk2wlX4eE,youtube,video,"#GoProFamily member Victor De Valles was out for a dive in the caves surrounding Ibiza when he stumbled upon this perfect column of light. This kind of natural underwater lighting is his speciality + he sure did take advantage. Feast your eyes on his stunning #GoProHERO11 Black footage from the crystal-clear Spanish waters. #GoPro #GoProAwards #HyperSmooth #Diving #FreeDiving #Ibiza

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",39714,2189,18,,"GoProFamily,GoProHERO11,GoPro,GoProAwards,HyperSmooth,Diving,FreeDiving,Ibiza,GoPro","2023-08-03 16:20:00","16:20:00","2023-08-03"
43,"7ua253Er28o",youtube,video,"Wait for it... We mounted a GoPro to the wing of a Top Fuel car to experience the raw power of accelerating to 300 miles per hour in just 5 seconds during a drag race. The results blew us away, and tried to blow the camera away. Want to see more drag racing? #GoPro #GoProMoto #DragRacing #Racing #Dragster #TopFuel #NHRA

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",178740,6166,56,,"GoPro,GoProMoto,DragRacing,Racing,Dragster,TopFuel,NHRA,GoPro","2023-08-02 14:00:08","14:00:08","2023-08-02"
44,ruDqYT9ikOw,youtube,video,"Joining the pack 🦈 ""Get Wet, Get Paid"" challenge award recipient Tatsuro Yamada went scuba diving alongside this shiver of sharks + earned $1,000 for submitting the #GoProHERO11 Black encounter to GoPro.com/Awards. #GoPro #SharkWeek #Sharks #HammerheadShark #Shark #Hammerhead

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",44881,2259,11,,"GoProHERO11,GoPro,SharkWeek,Sharks,HammerheadShark,Shark,Hammerhead,GoPro","2023-07-30 14:00:39","14:00:39","2023-07-30"
45,ZdZbw-whe7Q,youtube,video,"Lights, camera, cash 🤑 GoPro Million Dollar Challenge award recipient Zack Zhao earned $18,181 for this wild showcase of hand-eye coordination with a Chinese yoyo. Shot on #GoProHERO11 Black. #GoPro #GoProAwards #HyperSmooth #Juggling #Diabolo #Taipei

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",41188,1242,11,,"GoProHERO11,GoPro,GoProAwards,HyperSmooth,Juggling,Diabolo,Taipei,GoPro","2023-07-29 14:00:34","14:00:34","2023-07-29"
